,freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction,exp_group,age_group
462,250463,Nicole York,F,41.0,Japan,Japanese,Devops,12.0,50.0,4.1,1,62.0,Junior,40s
463,250464,John Mathis,M,26.0,Mexico,Spanish,Web Development,8.0,40.0,4.9,0,87.0,Junior,20s
464,250465,Julie Barnett,F,49.0,Brazil,Portuguese,Machine Learning,13.0,100.0,2.5,0,79.0,Junior,40s
465,250466,Jasmine Harris,F,20.0,Egypt,Arabic,Data Analysis,0.0,30.0,0.0,1,76.0,Beginner,20s
466,250467,Mary Henry,F,39.0,China,Mandarin,Blockchain Development,11.0,100.0,2.8,0,70.0,Junior,30s
467,250468,Judith Riggs,F,41.0,China,Mandarin,Machine Learning,19.0,100.0,3.8,1,71.0,Mid,40s
468,250469,Justin Ruiz,M,59.0,Canada,English,Mobile Apps,30.0,30.0,4.3,1,83.0,Veteran,50s
469,250470,Jennifer Sullivan,F,45.0,Australia,English,Blockchain Development,8.0,40.0,0.0,0,78.0,Junior,40s
470,250471,Jesse Moran,M,22.0,Indonesia,Indonesian,Cybersecurity,0.0,40.0,1.3,1,78.0,Beginner,20s
471,250472,Monica Smith,F,48.0,India,Hindi,Mobile Apps,7.0,50.0,4.7,1,60.0,Junior,40s
472,250473,Ian May,M,36.0,France,French,Blockchain Development,11.0,40.0,1.3,1,79.0,Junior,30s
473,250474,Kayla Meyers,F,41.0,China,Mandarin,Blockchain Development,12.0,75.0,4.8,1,79.0,Junior,40s
474,250475,John Bray,M,42.0,United States,English,Ui/Ux Design,14.0,30.0,1.3,0,94.0,Junior,40s
475,250476,James Smith,M,31.0,Indonesia,Indonesian,Cybersecurity,11.0,50.0,4.3,0,62.0,Junior,30s
476,250477,Mark Duncan,M,52.0,Spain,Spanish,Cybersecurity,31.0,30.0,2.6,1,79.0,Veteran,50s
477,250478,Matthew Gay,M,56.0,Netherlands,Dutch,Devops,16.0,30.0,0.0,1,79.0,Mid,50s
478,250479,Cheryl Freeman,F,24.0,Netherlands,Dutch,Devops,6.0,30.0,0.0,1,84.0,Junior,20s
479,250480,Patrick Welch,M,48.0,Canada,English,Devops,21.0,75.0,2.7,1,79.0,Professional,40s
480,250481,Craig Levine,M,59.0,France,French,Cybersecurity,13.0,40.0,2.4,0,65.0,Junior,50s
481,250482,Richard Harvey,M,41.0,United Kingdom,English,Web Development,12.0,40.0,1.9,1,94.0,Junior,40s
482,250483,Bonnie Sherman,F,41.0,Netherlands,Dutch,Mobile Apps,11.0,20.0,3.6,0,69.0,Junior,40s
483,250484,Keith Trujillo,M,25.0,Netherlands,Dutch,Mobile Apps,0.0,50.0,2.9,1,65.0,Beginner,20s
484,250485,Corey Combs,M,31.0,Egypt,Arabic,Mobile Apps,2.0,75.0,2.8,0,60.0,Beginner,30s
485,250486,Antonio King,M,40.0,Turkey,Turkish,Devops,12.0,75.0,2.6,0,79.0,Junior,40s
486,250487,Amy Lee,F,48.0,Russia,Russian,Blockchain Development,13.0,100.0,2.7,0,62.0,Junior,40s
487,250488,Jennifer Rogers,F,24.0,South Africa,Afrikaans,Mobile Apps,6.0,30.0,1.1,1,79.0,Junior,20s
488,250489,Jeffrey Cooper,M,33.0,Indonesia,Indonesian,Web Development,10.0,30.0,0.0,1,89.0,Junior,30s
489,250490,Allison Williams,F,43.0,Brazil,Portuguese,Ui/Ux Design,2.0,40.0,0.0,1,89.0,Beginner,40s
490,250491,Raymond Sherman,M,43.0,Spain,Spanish,Blockchain Development,4.0,50.0,0.0,1,100.0,Junior,40s
491,250492,Jennifer Nelson,F,33.0,Australia,English,Web Development,11.0,40.0,4.6,1,79.0,Junior,30s
492,250493,Jennifer Carter,F,49.0,Russia,Russian,Ui/Ux Design,14.0,40.0,1.5,0,60.0,Junior,40s
493,250494,Todd Williams,M,55.0,Canada,English,Ui/Ux Design,10.0,40.0,2.0,0,85.0,Junior,50s
494,250495,Emily Horton,F,33.0,South Korea,Korean,Graphic Design,3.0,40.0,1.6,0,83.0,Junior,30s
495,250496,Lance Lester,M,32.0,Argentina,Spanish,Ai,3.0,30.0,1.5,0,96.0,Junior,30s
496,250497,Kevin Flores,M,58.0,Netherlands,Dutch,Blockchain Development,33.0,50.0,4.1,1,83.0,Veteran,50s
497,250498,Aaron Stewart Phd,M,49.0,Indonesia,Indonesian,Data Analysis,24.0,100.0,4.7,0,60.0,Professional,40s
498,250499,Robin Moore,F,22.0,Russia,Russian,Ui/Ux Design,3.0,100.0,3.6,1,78.0,Junior,20s
499,250500,Suzanne Ingram,F,40.0,Egypt,Arabic,Web Development,11.0,20.0,1.8,1,90.0,Junior,40s
500,250501,Jacob Mclaughlin,M,55.0,Australia,English,Data Analysis,7.0,100.0,2.1,0,66.0,Junior,50s
501,250502,Michael Nunez,M,32.0,Mexico,Spanish,Devops,1.0,50.0,2.6,1,70.0,Beginner,30s
502,250503,Isabel Brown,F,21.0,Japan,Japanese,Ui/Ux Design,0.0,30.0,4.2,1,79.0,Beginner,20s
503,250504,Michael Stein,M,23.0,South Korea,Korean,Blockchain Development,1.0,40.0,0.0,0,64.0,Beginner,20s
504,250505,Robert Stone,M,21.0,United Kingdom,English,Mobile Apps,1.0,30.0,1.0,0,81.0,Beginner,20s
505,250506,Dillon Henry,M,31.0,Argentina,Spanish,Ai,7.0,75.0,4.4,0,83.0,Junior,30s
506,250507,James Todd,M,41.0,Mexico,Spanish,Blockchain Development,12.0,40.0,4.0,0,91.0,Junior,40s
507,250508,Clifford Moore Md,M,33.0,United Kingdom,English,Cybersecurity,6.0,50.0,3.1,0,79.0,Junior,30s
508,250509,John Rios,M,57.0,Brazil,Portuguese,Web Development,5.0,75.0,1.1,1,77.0,Junior,50s
509,250510,Anthony Gaines,M,52.0,United States,English,Devops,17.0,75.0,0.0,0,94.0,Mid,50s
510,250511,Kristi Brown Dvm,F,21.0,Germany,German,Web Development,0.0,20.0,3.8,1,61.0,Beginner,20s
511,250512,Ashley Odonnell,F,36.0,Argentina,Spanish,Ui/Ux Design,8.0,100.0,1.7,0,68.0,Junior,30s
512,250513,Ronald Elliott,M,33.0,Spain,Spanish,Machine Learning,13.0,50.0,2.2,0,70.0,Junior,30s
513,250514,Lorraine Lowery,F,54.0,United Kingdom,English,Data Analysis,15.0,40.0,4.1,1,71.0,Junior,50s
514,250515,Victoria Chapman,F,33.0,United States,English,Blockchain Development,2.0,100.0,3.8,0,79.0,Beginner,30s
515,250516,Heather Davis,F,36.0,Japan,Japanese,Machine Learning,9.0,30.0,0.0,1,78.0,Junior,30s
516,250517,Diana Chase,F,36.0,Turkey,Turkish,Ai,3.0,50.0,0.0,0,75.0,Junior,30s
517,250518,Danielle Adkins,F,43.0,China,Mandarin,Ai,15.0,20.0,4.2,1,91.0,Junior,40s
518,250519,Kenneth Arias,M,52.0,United Kingdom,English,Data Analysis,21.0,75.0,2.2,1,66.0,Professional,50s
519,250520,Victoria Owen,F,28.0,Indonesia,Indonesian,Cybersecurity,2.0,75.0,1.5,1,68.0,Beginner,20s
520,250521,Christina King,F,47.0,China,Mandarin,Cybersecurity,21.0,100.0,0.0,0,79.0,Professional,40s
521,250522,Samantha King,F,30.0,France,French,Devops,0.0,100.0,4.1,0,62.0,Beginner,30s
522,250523,Scott Compton,M,36.0,Egypt,Arabic,Blockchain Development,4.0,40.0,2.6,0,90.0,Junior,30s
523,250524,Monica West,F,45.0,United States,English,Ui/Ux Design,23.0,100.0,2.4,0,96.0,Professional,40s
524,250525,Theresa Stewart,F,51.0,United States,English,Blockchain Development,25.0,50.0,1.4,1,60.0,Professional,50s
525,250526,Steven Kim,M,46.0,Turkey,Turkish,Mobile Apps,10.0,40.0,4.6,1,62.0,Junior,40s
526,250527,Kristi Knight,F,38.0,Italy,Italian,Data Analysis,18.0,40.0,4.9,0,74.0,Mid,30s
527,250528,Jason Bryant,M,26.0,Spain,Spanish,Blockchain Development,1.0,20.0,0.0,1,79.0,Beginner,20s
528,250529,Maureen Keith,F,40.0,United Kingdom,English,Devops,12.0,30.0,3.5,0,98.0,Junior,40s
529,250530,Shawn Hogan,M,41.0,Germany,German,Machine Learning,12.0,40.0,1.7,1,63.0,Junior,40s
530,250531,William Davis,M,28.0,Canada,English,Blockchain Development,5.0,50.0,0.0,1,96.0,Junior,20s
531,250532,Stacy Bailey,F,48.0,India,Hindi,Mobile Apps,28.0,20.0,0.0,0,88.0,Veteran,40s
532,250533,Thomas Dixon,M,22.0,India,Hindi,Ai,0.0,40.0,4.6,0,79.0,Beginner,20s
533,250534,Maria Hall,F,41.0,Germany,German,Web Development,14.0,40.0,1.1,1,73.0,Junior,40s
534,250535,Tony Lee,M,38.0,United States,English,Graphic Design,15.0,40.0,4.2,0,88.0,Junior,30s
535,250536,Catherine Mccoy Md,F,31.0,South Africa,Afrikaans,Ui/Ux Design,9.0,40.0,0.0,0,91.0,Junior,30s
536,250537,Maria Benitez,F,30.0,China,Mandarin,Mobile Apps,9.0,30.0,3.9,0,65.0,Junior,30s
537,250538,Joshua Chambers,M,51.0,Mexico,Spanish,Ui/Ux Design,22.0,20.0,3.4,1,90.0,Professional,50s
538,250539,Janice Daniels,F,21.0,Germany,German,Devops,0.0,20.0,2.6,0,72.0,Beginner,20s
539,250540,Carla Wood,F,20.0,Italy,Italian,Devops,1.0,40.0,2.3,1,72.0,Beginner,20s
540,250541,Kenneth Vasquez,M,30.0,Japan,Japanese,Blockchain Development,5.0,30.0,4.8,0,79.0,Junior,30s
541,250542,Kevin Smith,M,41.0,China,Mandarin,Data Analysis,0.0,40.0,4.5,0,68.0,Beginner,40s
542,250543,Thomas Kim,M,22.0,Spain,Spanish,Blockchain Development,0.0,30.0,0.0,0,87.0,Beginner,20s
543,250544,Sean Park,M,45.0,Mexico,Spanish,Cybersecurity,19.0,75.0,0.0,0,72.0,Mid,40s
544,250545,Judith Poole,F,22.0,Australia,English,Data Analysis,2.0,40.0,1.1,0,76.0,Beginner,20s
545,250546,Melanie Baird,F,20.0,Turkey,Turkish,Mobile Apps,0.0,100.0,0.0,0,63.0,Beginner,20s
546,250547,Erika Mitchell,F,20.0,Canada,English,Data Analysis,2.0,40.0,2.6,1,91.0,Beginner,20s
547,250548,Ricky Martinez,M,21.0,United Kingdom,English,Ai,0.0,100.0,2.6,0,73.0,Beginner,20s
548,250549,John Christian,M,22.0,Netherlands,Dutch,Cybersecurity,1.0,40.0,0.0,0,63.0,Beginner,20s
549,250550,Nancy Smith,F,28.0,United Kingdom,English,Devops,3.0,20.0,2.6,1,79.0,Junior,20s
550,250551,Cassandra Stephens,F,41.0,Argentina,Spanish,Ai,12.0,20.0,4.1,0,75.0,Junior,40s
551,250552,Miss Janet Donovan Md,F,28.0,France,French,Web Development,1.0,40.0,0.0,0,70.0,Beginner,20s
552,250553,Kristina Williams,F,40.0,Australia,English,Devops,0.0,100.0,1.2,0,87.0,Beginner,40s
553,250554,Wayne Barnes,M,57.0,Italy,Italian,Blockchain Development,7.0,30.0,1.6,0,79.0,Junior,50s
554,250555,James Hinton,M,47.0,Turkey,Turkish,Devops,1.0,50.0,3.9,1,88.0,Beginner,40s
555,250556,David Spence,M,48.0,South Korea,Korean,Cybersecurity,21.0,40.0,0.0,1,79.0,Professional,40s
556,250557,Tyler Cooper,M,28.0,United States,English,Ui/Ux Design,1.0,20.0,4.7,0,93.0,Beginner,20s
557,250558,Sean Martinez,M,41.0,Turkey,Turkish,Graphic Design,15.0,40.0,3.8,1,79.0,Junior,40s
558,250559,Janet Barron,F,57.0,South Africa,Afrikaans,Cybersecurity,33.0,100.0,3.5,0,74.0,Veteran,50s
559,250560,Rodney Wilson,M,60.0,Argentina,Spanish,Graphic Design,39.0,75.0,4.0,0,70.0,Veteran,50s
560,250561,Kimberly Fitzgerald,F,48.0,Egypt,Arabic,Graphic Design,21.0,30.0,1.6,1,67.0,Professional,40s
561,250562,Nicole Davis,F,24.0,France,French,Cybersecurity,5.0,40.0,3.0,0,86.0,Junior,20s
562,250563,Elizabeth Hayes,F,33.0,Mexico,Spanish,Devops,11.0,50.0,5.0,1,69.0,Junior,30s
563,250564,Kathy Faulkner,F,20.0,Turkey,Turkish,Graphic Design,0.0,30.0,4.8,1,68.0,Beginner,20s
564,250565,John Gonzales,M,59.0,United Kingdom,English,Devops,15.0,50.0,2.6,0,79.0,Junior,50s
565,250566,Shannon Luna,F,42.0,China,Mandarin,Devops,22.0,50.0,2.9,0,61.0,Professional,40s
566,250567,Stephanie Burton,F,22.0,Turkey,Turkish,Ui/Ux Design,3.0,40.0,3.0,1,96.0,Junior,20s
567,250568,Kevin Gonzales,M,41.0,Canada,English,Cybersecurity,11.0,50.0,3.5,1,68.0,Junior,40s
568,250569,Dawn Hardy,F,25.0,Argentina,Spanish,Web Development,5.0,40.0,2.6,1,75.0,Junior,20s
569,250570,Margaret Perkins,F,38.0,Canada,English,Ui/Ux Design,3.0,40.0,4.7,0,69.0,Junior,30s
570,250571,Amanda Vargas,F,43.0,United States,English,Devops,1.0,40.0,2.9,0,78.0,Beginner,40s
571,250572,Tonya Gonzalez,F,54.0,Mexico,Spanish,Ai,1.0,75.0,4.4,1,79.0,Beginner,50s
572,250573,Elizabeth Bowman,F,31.0,Indonesia,Indonesian,Mobile Apps,2.0,40.0,2.3,0,98.0,Beginner,30s
573,250574,Ariana Pittman,F,56.0,Mexico,Spanish,Ai,3.0,30.0,3.7,0,83.0,Junior,50s
574,250575,Antonio Johnson,M,46.0,Mexico,Spanish,Graphic Design,11.0,40.0,1.8,1,91.0,Junior,40s
575,250576,Justin Lang,M,41.0,Egypt,Arabic,Ai,12.0,100.0,0.0,1,96.0,Junior,40s
576,250577,Kelli Ramirez,F,28.0,South Korea,Korean,Graphic Design,2.0,50.0,2.6,1,85.0,Beginner,20s
577,250578,Deborah Torres,F,43.0,Indonesia,Indonesian,Web Development,20.0,30.0,2.7,0,72.0,Mid,40s
578,250579,Joseph Horn,M,41.0,France,French,Web Development,11.0,20.0,4.7,0,69.0,Junior,40s
579,250580,Christopher Robinson,M,41.0,United Kingdom,English,Devops,0.0,20.0,3.1,0,90.0,Beginner,40s
580,250581,Sandra Mccormick,F,40.0,United Kingdom,English,Mobile Apps,20.0,20.0,2.3,0,92.0,Mid,40s
581,250582,Michael Holland,M,45.0,Germany,German,Devops,3.0,20.0,1.3,1,91.0,Junior,40s
582,250583,Kenneth Stevenson,M,47.0,Egypt,Arabic,Devops,28.0,50.0,2.9,1,79.0,Veteran,40s
583,250584,Timothy Bennett,M,34.0,India,Hindi,Data Analysis,0.0,40.0,3.3,0,98.0,Beginner,30s
584,250585,Gregory Randall,M,47.0,United States,English,Ui/Ux Design,4.0,20.0,4.2,0,82.0,Junior,40s
585,250586,Charles Martinez,M,32.0,Mexico,Spanish,Ui/Ux Design,9.0,40.0,1.3,1,83.0,Junior,30s
586,250587,James Hall,M,28.0,United Kingdom,English,Mobile Apps,2.0,100.0,4.4,1,79.0,Beginner,20s
587,250588,Michael Garcia,M,32.0,Australia,English,Devops,1.0,100.0,3.4,1,79.0,Beginner,30s
588,250589,Michele Duran,F,49.0,Netherlands,Dutch,Ai,2.0,100.0,3.4,1,85.0,Beginner,40s
589,250590,Jessica Gray,F,36.0,Argentina,Spanish,Mobile Apps,16.0,20.0,3.2,0,79.0,Mid,30s
590,250591,Keith Shaffer,M,59.0,Mexico,Spanish,Blockchain Development,22.0,20.0,3.6,0,63.0,Professional,50s
591,250592,Jessica Decker,F,52.0,Canada,English,Cybersecurity,22.0,20.0,0.0,0,79.0,Professional,50s
592,250593,Brianna Pittman,F,24.0,China,Mandarin,Blockchain Development,5.0,40.0,1.8,1,86.0,Junior,20s
593,250594,Kimberly Hunter,F,26.0,Australia,English,Graphic Design,2.0,75.0,2.5,1,60.0,Beginner,20s
594,250595,Daniel Martin,M,55.0,Canada,English,Cybersecurity,24.0,40.0,2.0,1,88.0,Professional,50s
595,250596,Rachel Smith,F,56.0,Italy,Italian,Mobile Apps,37.0,40.0,0.0,0,70.0,Veteran,50s
596,250597,Michael Miller,M,36.0,France,French,Graphic Design,3.0,50.0,1.3,1,77.0,Junior,30s
597,250598,Willie Clark,M,48.0,Argentina,Spanish,Web Development,18.0,75.0,0.0,0,80.0,Mid,40s
598,250599,Jeremy Hernandez,M,55.0,Egypt,Arabic,Machine Learning,6.0,40.0,3.6,1,79.0,Junior,50s
599,250600,Tina Shelton,F,56.0,Spain,Spanish,Devops,17.0,40.0,1.3,0,87.0,Mid,50s
600,250601,Dr. Pamela Larson,F,28.0,Canada,English,Blockchain Development,1.0,75.0,2.7,1,93.0,Beginner,20s
601,250602,Ryan Ewing,M,60.0,United States,English,Ai,39.0,100.0,1.5,0,88.0,Veteran,50s
602,250603,Mark Cochran,M,34.0,South Korea,Korean,Blockchain Development,15.0,20.0,0.0,0,100.0,Junior,30s
603,250604,Martha Carson,F,38.0,Indonesia,Indonesian,Ai,13.0,40.0,0.0,1,61.0,Junior,30s
604,250605,Heather Jackson,F,51.0,South Korea,Korean,Web Development,17.0,100.0,3.0,0,79.0,Mid,50s
605,250606,Megan Young,F,21.0,Japan,Japanese,Mobile Apps,1.0,30.0,1.2,0,73.0,Beginner,20s
606,250607,Thomas Davis,M,35.0,Italy,Italian,Ui/Ux Design,16.0,40.0,1.3,1,64.0,Mid,30s
607,250608,Thomas Mooney,M,27.0,Brazil,Portuguese,Web Development,9.0,100.0,2.6,1,79.0,Junior,20s
608,250609,Susan Smith,F,42.0,Turkey,Turkish,Mobile Apps,20.0,50.0,3.8,0,93.0,Mid,40s
609,250610,Brianna Orr,F,52.0,Canada,English,Blockchain Development,29.0,30.0,3.8,0,68.0,Veteran,50s
610,250611,Dustin Smith,M,53.0,South Korea,Korean,Web Development,21.0,40.0,4.7,1,62.0,Professional,50s
611,250612,Sarah White,F,54.0,Italy,Italian,Mobile Apps,28.0,40.0,1.1,0,79.0,Veteran,50s
612,250613,Michael Davis,M,51.0,Japan,Japanese,Graphic Design,5.0,50.0,4.2,1,82.0,Junior,50s
613,250614,Jennifer Phillips,F,30.0,South Korea,Korean,Web Development,0.0,40.0,0.0,0,79.0,Beginner,30s
614,250615,Dana Sanders,F,45.0,Netherlands,Dutch,Machine Learning,27.0,75.0,0.0,0,85.0,Veteran,40s
615,250616,Daniel Quinn,M,57.0,Indonesia,Indonesian,Graphic Design,26.0,100.0,2.4,1,78.0,Veteran,50s
616,250617,Matthew Steele,M,38.0,Turkey,Turkish,Blockchain Development,19.0,40.0,0.0,1,86.0,Mid,30s
617,250618,Michele Taylor,F,42.0,Russia,Russian,Devops,24.0,40.0,2.6,0,88.0,Professional,40s
618,250619,Ashley Hammond,F,30.0,South Africa,Afrikaans,Devops,7.0,30.0,3.3,0,68.0,Junior,30s
619,250620,Nicole Taylor,F,43.0,Australia,English,Web Development,13.0,100.0,1.4,1,97.0,Junior,40s
620,250621,Casey Bush,M,22.0,Egypt,Arabic,Ui/Ux Design,2.0,75.0,1.7,0,91.0,Beginner,20s
621,250622,Samuel Patterson,M,57.0,Mexico,Spanish,Machine Learning,37.0,30.0,4.8,0,79.0,Veteran,50s
622,250623,Craig Dennis,M,44.0,United Kingdom,English,Graphic Design,1.0,40.0,4.8,0,97.0,Beginner,40s
623,250624,Heidi Dixon,F,46.0,China,Mandarin,Devops,5.0,30.0,2.0,1,64.0,Junior,40s
624,250625,David Bishop,M,26.0,Spain,Spanish,Blockchain Development,1.0,50.0,2.8,0,87.0,Beginner,20s
625,250626,Laura Butler,F,34.0,Australia,English,Data Analysis,2.0,100.0,0.0,0,86.0,Beginner,30s
626,250627,Denise Erickson,F,41.0,Italy,Italian,Mobile Apps,12.0,100.0,4.4,1,97.0,Junior,40s
627,250628,Nicole Austin,F,22.0,France,French,Blockchain Development,0.0,30.0,4.9,0,73.0,Beginner,20s
628,250629,Summer Williams,F,23.0,South Africa,Afrikaans,Ai,0.0,75.0,2.3,0,60.0,Beginner,20s
629,250630,Angela Blackwell,F,60.0,Turkey,Turkish,Web Development,41.0,40.0,4.9,1,66.0,Veteran,50s
630,250631,Thomas Wall,M,41.0,Canada,English,Devops,12.0,75.0,4.3,0,90.0,Junior,40s
631,250632,Sarah Anderson,F,41.0,South Korea,Korean,Ui/Ux Design,23.0,75.0,1.4,0,79.0,Professional,40s
632,250633,Christian Lane,M,24.0,France,French,Mobile Apps,0.0,100.0,2.6,0,79.0,Beginner,20s
633,250634,Todd Casey,M,44.0,Netherlands,Dutch,Machine Learning,4.0,40.0,1.3,1,77.0,Junior,40s
634,250635,David Martinez,M,52.0,China,Mandarin,Ui/Ux Design,4.0,75.0,2.3,1,79.0,Junior,50s
635,250636,Donald Salas,M,35.0,Spain,Spanish,Machine Learning,13.0,40.0,3.6,0,83.0,Junior,30s
636,250637,Emma Hicks,F,24.0,Netherlands,Dutch,Devops,2.0,50.0,2.6,0,64.0,Beginner,20s
637,250638,Alison Clark,F,46.0,Australia,English,Cybersecurity,25.0,100.0,1.3,0,80.0,Professional,40s
638,250639,Andrew Barnes,M,57.0,Mexico,Spanish,Mobile Apps,18.0,30.0,1.1,0,90.0,Mid,50s
639,250640,Gina Snyder,F,49.0,Mexico,Spanish,Web Development,24.0,50.0,0.0,0,94.0,Professional,40s
640,250641,David Watson,M,41.0,Japan,Japanese,Ai,7.0,40.0,1.8,0,70.0,Junior,40s
641,250642,John Davis,M,22.0,Mexico,Spanish,Machine Learning,1.0,20.0,2.6,1,75.0,Beginner,20s
642,250643,Joseph Thomas,M,50.0,Australia,English,Blockchain Development,17.0,75.0,3.3,1,69.0,Mid,50s
643,250644,Dean Finley,M,57.0,Germany,German,Graphic Design,4.0,30.0,4.2,0,79.0,Junior,50s
644,250645,Ashley Kemp,F,47.0,Mexico,Spanish,Ai,29.0,50.0,2.6,1,79.0,Veteran,40s
645,250646,Kenneth Evans,M,24.0,South Africa,Afrikaans,Data Analysis,2.0,100.0,3.8,1,71.0,Beginner,20s
646,250647,Brandon Newman,M,41.0,India,Hindi,Cybersecurity,9.0,100.0,4.8,1,72.0,Junior,40s
647,250648,Katie Hensley,F,50.0,Germany,German,Devops,10.0,100.0,4.3,0,93.0,Junior,50s
648,250649,Joel Randolph,M,46.0,Brazil,Portuguese,Machine Learning,20.0,40.0,4.8,1,82.0,Mid,40s
649,250650,Andrew Scott,M,51.0,Australia,English,Cybersecurity,9.0,40.0,2.6,0,60.0,Junior,50s
650,250651,Zachary Ochoa,M,51.0,United Kingdom,English,Ai,12.0,20.0,4.0,0,93.0,Junior,50s
651,250652,John Arroyo,M,27.0,United Kingdom,English,Ai,3.0,50.0,2.6,0,79.0,Junior,20s
652,250653,Matthew Fernandez,M,42.0,Spain,Spanish,Web Development,13.0,30.0,0.0,0,74.0,Junior,40s
653,250654,Benjamin Stark,M,25.0,Germany,German,Ui/Ux Design,4.0,40.0,2.3,1,73.0,Junior,20s
654,250655,Tammy Greer,F,32.0,Germany,German,Data Analysis,9.0,75.0,2.6,0,96.0,Junior,30s
655,250656,Cynthia Mckinney,F,59.0,Canada,English,Graphic Design,14.0,30.0,3.8,0,66.0,Junior,50s
656,250657,Wendy Rice,F,59.0,France,French,Cybersecurity,37.0,30.0,4.0,0,62.0,Veteran,50s
657,250658,Randy Bender,M,29.0,Germany,German,Graphic Design,2.0,75.0,2.2,1,85.0,Beginner,20s
658,250659,Richard Dominguez,M,58.0,China,Mandarin,Ai,11.0,100.0,4.3,0,66.0,Junior,50s
659,250660,Melissa Maldonado,F,56.0,Canada,English,Cybersecurity,19.0,20.0,0.0,0,87.0,Mid,50s
660,250661,Leah Harris,F,36.0,United States,English,Machine Learning,9.0,20.0,0.0,1,68.0,Junior,30s
661,250662,Lynn French,F,52.0,Canada,English,Ui/Ux Design,16.0,100.0,4.0,1,79.0,Mid,50s
662,250663,Angela Johnson,F,42.0,Netherlands,Dutch,Mobile Apps,8.0,50.0,2.6,0,79.0,Junior,40s
663,250664,Sarah Edwards,F,59.0,India,Hindi,Mobile Apps,34.0,100.0,2.0,1,79.0,Veteran,50s
664,250665,Roy Collins,M,33.0,Netherlands,Dutch,Mobile Apps,5.0,50.0,4.7,1,88.0,Junior,30s
665,250666,Samantha Porter,F,55.0,Canada,English,Web Development,14.0,50.0,3.6,1,81.0,Junior,50s
666,250667,Juan Elliott,M,47.0,South Korea,Korean,Ui/Ux Design,17.0,50.0,1.2,0,79.0,Mid,40s
667,250668,Elizabeth Phillips,F,29.0,Mexico,Spanish,Ai,10.0,40.0,4.4,1,67.0,Junior,20s
668,250669,Laura Evans,F,30.0,United Kingdom,English,Devops,8.0,100.0,1.4,1,62.0,Junior,30s
669,250670,Amanda Mitchell,F,25.0,Canada,English,Devops,1.0,30.0,3.2,0,87.0,Beginner,20s
670,250671,Sandra Williams,F,28.0,Egypt,Arabic,Cybersecurity,10.0,40.0,3.8,1,98.0,Junior,20s
671,250672,Eric Johnson,M,29.0,South Korea,Korean,Blockchain Development,0.0,75.0,1.5,1,64.0,Beginner,20s
672,250673,Javier Hobbs,M,30.0,Spain,Spanish,Graphic Design,4.0,40.0,2.8,1,71.0,Junior,30s
673,250674,Jacob Jones,M,47.0,Egypt,Arabic,Ai,2.0,50.0,2.7,0,96.0,Beginner,40s
674,250675,Zachary Murphy,M,34.0,Australia,English,Blockchain Development,10.0,30.0,3.9,0,79.0,Junior,30s
675,250676,Joshua Owens,M,45.0,United States,English,Graphic Design,16.0,100.0,4.6,0,78.0,Mid,40s
676,250677,Dawn Mitchell,F,56.0,Spain,Spanish,Cybersecurity,27.0,20.0,2.2,0,70.0,Veteran,50s
677,250678,Regina Dunn,F,49.0,China,Mandarin,Devops,20.0,50.0,2.5,0,82.0,Mid,40s
678,250679,Ernest Cole,M,48.0,France,French,Ai,10.0,40.0,3.1,0,79.0,Junior,40s
679,250680,Hannah Sanders,F,29.0,South Korea,Korean,Graphic Design,0.0,20.0,2.6,1,99.0,Beginner,20s
680,250681,Ellen Bowman,F,49.0,Netherlands,Dutch,Web Development,11.0,75.0,3.8,1,93.0,Junior,40s
681,250682,Nancy Moore,F,22.0,China,Mandarin,Blockchain Development,1.0,100.0,4.8,1,75.0,Beginner,20s
682,250683,Joseph Wood,M,52.0,Mexico,Spanish,Graphic Design,30.0,100.0,2.5,0,61.0,Veteran,50s
683,250684,Michael Harrell,M,60.0,Canada,English,Blockchain Development,7.0,30.0,0.0,0,97.0,Junior,50s
684,250685,Connie Mcclain,F,33.0,Japan,Japanese,Ui/Ux Design,0.0,100.0,1.7,1,95.0,Beginner,30s
685,250686,Matthew Baldwin,M,52.0,South Korea,Korean,Graphic Design,21.0,40.0,4.0,0,69.0,Professional,50s
686,250687,Danielle Nelson,F,25.0,Germany,German,Devops,7.0,100.0,1.9,0,63.0,Junior,20s
687,250688,Steven Moore,M,41.0,Japan,Japanese,Cybersecurity,12.0,30.0,4.4,1,65.0,Junior,40s
688,250689,Megan Hudson,F,41.0,China,Mandarin,Mobile Apps,12.0,40.0,4.2,1,90.0,Junior,40s
689,250690,Lisa Johnson,F,52.0,Canada,English,Ui/Ux Design,25.0,100.0,4.8,0,79.0,Professional,50s
690,250691,Tracy White,F,20.0,Indonesia,Indonesian,Web Development,1.0,30.0,2.0,0,89.0,Beginner,20s
691,250692,Natalie Diaz,F,43.0,Russia,Russian,Data Analysis,7.0,50.0,2.6,1,80.0,Junior,40s
692,250693,Amanda Mitchell,F,41.0,France,French,Mobile Apps,12.0,50.0,1.4,0,80.0,Junior,40s
693,250694,Karen Scott,F,29.0,Germany,German,Data Analysis,6.0,100.0,1.8,0,79.0,Junior,20s
694,250695,Mary Brown,F,53.0,South Africa,Afrikaans,Graphic Design,35.0,50.0,0.0,1,67.0,Veteran,50s
